,State,Fips,CountyName,Region,Year,EstimatedValue
410,Georgia,13169,Jones,Central,`0014 2017,44830.63891511067
411,Georgia,13169,Jones,Central,`0015 2016,36758.117861644256
412,Georgia,13169,Jones,Central,`0016 2015,38720.648303015696
413,Georgia,13171,Lamar,Central,`0012 2019,10854.429638747033
414,Georgia,13171,Lamar,Central,`0013 2018,19137.210283379747
415,Georgia,13171,Lamar,Central,`0014 2017,18837.431840602854
416,Georgia,13171,Lamar,Central,`0015 2016,28767.44968388333
417,Georgia,13171,Lamar,Central,`0016 2015,17775.436750715682
418,Georgia,13173,Lanier,Southwest,`0012 2019,19688.668244875586
419,Georgia,13173,Lanier,Southwest,`0013 2018,6215.706022261843
420,Georgia,13173,Lanier,Southwest,`0014 2017,13427.366786770232
421,Georgia,13173,Lanier,Southwest,`0015 2016,24740.7463355642
422,Georgia,13173,Lanier,Southwest,`0016 2015,30838.488508848386
423,Georgia,13175,Laurens,Southeast,`0012 2019,65210.64598050738
424,Georgia,13175,Laurens,Southeast,`0013 2018,83308.31735917428
425,Georgia,13175,Laurens,Southeast,`0014 2017,68255.55086155393
426,Georgia,13175,Laurens,Southeast,`0015 2016,62212.9256710672
427,Georgia,13175,Laurens,Southeast,`0016 2015,74721.63596042879
428,Georgia,13177,Lee,Central,`0012 2019,30179.520655572363
429,Georgia,13177,Lee,Central,`0013 2018,22753.116567945613
430,Georgia,13177,Lee,Central,`0014 2017,32299.865346205
431,Georgia,13177,Lee,Central,`0015 2016,30373.38671901486
432,Georgia,13177,Lee,Central,`0016 2015,23601.897613730285
433,Georgia,13179,Liberty,Southeast,`0012 2019,44845.59330313714
434,Georgia,13179,Liberty,Southeast,`0013 2018,38334.05035500254
435,Georgia,13179,Liberty,Southeast,`0014 2017,51254.37554931642
436,Georgia,13179,Liberty,Southeast,`0015 2016,42629.67824107342
437,Georgia,13179,Liberty,Southeast,`0016 2015,47991.27976457413
438,Georgia,13181,Lincoln,Central,`0012 2019,21939.34154574088
439,Georgia,13181,Lincoln,Central,`0013 2018,25032.838159284933
440,Georgia,13181,Lincoln,Central,`0014 2017,29925.459690768912
441,Georgia,13181,Lincoln,Central,`0015 2016,17609.36076563174
442,Georgia,13181,Lincoln,Central,`0016 2015,19705.58816877369
443,Georgia,13183,Long,Southeast,`0012 2019,45908.173933371785
444,Georgia,13183,Long,Southeast,`0013 2018,46236.150894789054
445,Georgia,13183,Long,Southeast,`0014 2017,45567.32337885208
446,Georgia,13183,Long,Southeast,`0015 2016,57144.11231076332
447,Georgia,13183,Long,Southeast,`0016 2015,40659.69662871952
448,Georgia,13185,Lowndes,Southwest,`0012 2019,46913.016225297004
449,Georgia,13185,Lowndes,Southwest,`0013 2018,17666.232837995733
450,Georgia,13185,Lowndes,Southwest,`0014 2017,59906.575188469404
451,Georgia,13185,Lowndes,Southwest,`0015 2016,46340.927057352485
452,Georgia,13185,Lowndes,Southwest,`0016 2015,26126.058097910012
453,Georgia,13187,Lumpkin,North,`0012 2019,30774.188677569367
454,Georgia,13187,Lumpkin,North,`0013 2018,32039.749725741258
455,Georgia,13187,Lumpkin,North,`0014 2017,26774.62327772584
456,Georgia,13187,Lumpkin,North,`0015 2016,35309.7485923289
457,Georgia,13187,Lumpkin,North,`0016 2015,20660.96699390828
458,Georgia,13189,McDuffie,Central,`0012 2019,35550.87350143134
459,Georgia,13189,McDuffie,Central,`0013 2018,10056.595300413404
460,Georgia,13189,McDuffie,Central,`0014 2017,23569.92011197374
461,Georgia,13189,McDuffie,Central,`0015 2016,16566.9266574232
462,Georgia,13189,McDuffie,Central,`0016 2015,26327.209854889054
463,Georgia,13191,McIntosh,Southeast,`0012 2019,39305.89492184316
464,Georgia,13191,McIntosh,Southeast,`0013 2018,42582.022553317634
465,Georgia,13191,McIntosh,Southeast,`0014 2017,32655.391985155627
466,Georgia,13191,McIntosh,Southeast,`0015 2016,29748.511882871728
467,Georgia,13191,McIntosh,Southeast,`0016 2015,18347.621226564137
468,Georgia,13193,Macon,Central,`0012 2019,11982.833200890474
469,Georgia,13193,Macon,Central,`0013 2018,29700.382422567112
470,Georgia,13193,Macon,Central,`0014 2017,47027.892145036836
471,Georgia,13193,Macon,Central,`0015 2016,42371.6198395731
472,Georgia,13193,Macon,Central,`0016 2015,11700.982157728473
473,Georgia,13195,Madison,North Central,`0012 2019,7062.083064170729
474,Georgia,13195,Madison,North Central,`0013 2018,13363.549222197275
475,Georgia,13195,Madison,North Central,`0014 2017,29723.22570404988
476,Georgia,13195,Madison,North Central,`0015 2016,17658.275643662808
477,Georgia,13195,Madison,North Central,`0016 2015,15321.1742464641
478,Georgia,13197,Marion,Central,`0012 2019,42108.176374894814
479,Georgia,13197,Marion,Central,`0013 2018,38628.34629579695
480,Georgia,13197,Marion,Central,`0014 2017,22584.463412618275
481,Georgia,13197,Marion,Central,`0015 2016,22879.423406578626
482,Georgia,13197,Marion,Central,`0016 2015,46517.94962590254
483,Georgia,13199,Meriwether,North Central,`0012 2019,66621.10127087854
484,Georgia,13199,Meriwether,North Central,`0013 2018,39950.69492170022
485,Georgia,13199,Meriwether,North Central,`0014 2017,53753.07415318055
486,Georgia,13199,Meriwether,North Central,`0015 2016,59190.114577078704
487,Georgia,13199,Meriwether,North Central,`0016 2015,41656.10409389496
488,Georgia,13201,Miller,Southwest,`0012 2019,14970.780246260241
489,Georgia,13201,Miller,Southwest,`0013 2018,6067.495158956273
490,Georgia,13201,Miller,Southwest,`0014 2017,18612.212299866344
491,Georgia,13201,Miller,Southwest,`0015 2016,26837.749557837058
492,Georgia,13201,Miller,Southwest,`0016 2015,7913.036049590648
493,Georgia,13205,Mitchell,Southwest,`0012 2019,29606.361840516132
494,Georgia,13205,Mitchell,Southwest,`0013 2018,24740.7463355642
495,Georgia,13205,Mitchell,Southwest,`0014 2017,38094.60171012141
496,Georgia,13205,Mitchell,Southwest,`0015 2016,20257.598067633193
497,Georgia,13205,Mitchell,Southwest,`0016 2015,15095.07479779869
498,Georgia,13207,Monroe,Central,`0012 2019,38519.61132238901
499,Georgia,13207,Monroe,Central,`0013 2018,39173.12679571931
500,Georgia,13207,Monroe,Central,`0014 2017,37285.00222277803
501,Georgia,13207,Monroe,Central,`0015 2016,38598.8223509
502,Georgia,13207,Monroe,Central,`0016 2015,27504.934774501467
503,Georgia,13209,Montgomery,Southeast,`0012 2019,23137.704509154773
504,Georgia,13209,Montgomery,Southeast,`0013 2018,22366.796389774696
505,Georgia,13209,Montgomery,Southeast,`0014 2017,29748.511882871724
506,Georgia,13209,Montgomery,Southeast,`0015 2016,35350.83688820137
507,Georgia,13209,Montgomery,Southeast,`0016 2015,27571.6474298131
508,Georgia,13211,Morgan,Central,`0012 2019,25540.41063484959
509,Georgia,13211,Morgan,Central,`0013 2018,30831.122579867697
510,Georgia,13211,Morgan,Central,`0014 2017,35999.914283756116
511,Georgia,13211,Morgan,Central,`0015 2016,35378.94000091958
512,Georgia,13211,Morgan,Central,`0016 2015,32378.337728878952
513,Georgia,13213,Murray,North,`0012 2019,31444.0860674945
514,Georgia,13213,Murray,North,`0013 2018,20071.12636846532
515,Georgia,13213,Murray,North,`0014 2017,45264.18578911714
516,Georgia,13213,Murray,North,`0015 2016,33441.13405139801
517,Georgia,13213,Murray,North,`0016 2015,10643.50505018362
518,Georgia,13215,Muscogee,Central,`0012 2019,9666.473885053434
519,Georgia,13215,Muscogee,Central,`0013 2018,5711.505931056222
520,Georgia,13215,Muscogee,Central,`0014 2017,12410.030998453773
521,Georgia,13215,Muscogee,Central,`0015 2016,17588.298276796435
522,Georgia,13215,Muscogee,Central,`0016 2015,22665.87783556023
523,Georgia,13217,Newton,North Central,`0012 2019,22885.36400403864
524,Georgia,13217,Newton,North Central,`0013 2018,15652.397479968284
525,Georgia,13217,Newton,North Central,`0014 2017,16875.27453354354
526,Georgia,13217,Newton,North Central,`0015 2016,5886.091881220937
527,Georgia,13217,Newton,North Central,`0016 2015,11772.183762441871
528,Georgia,13219,Oconee,North Central,`0012 2019,11670.429965647303
529,Georgia,13219,Oconee,North Central,`0013 2018,13275.30862750873
530,Georgia,13219,Oconee,North Central,`0014 2017,7301.9326938963095
531,Georgia,13219,Oconee,North Central,`0015 2016,11772.183762441871
532,Georgia,13219,Oconee,North Central,`0016 2015,16282.132347415223
533,Georgia,13221,Oglethorpe,North Central,`0012 2019,54904.96485007971
534,Georgia,13221,Oglethorpe,North Central,`0013 2018,46124.44604732646
535,Georgia,13221,Oglethorpe,North Central,`0014 2017,40952.10275388834
536,Georgia,13221,Oglethorpe,North Central,`0015 2016,48803.81450304146
537,Georgia,13221,Oglethorpe,North Central,`0016 2015,42884.875979500146
538,Georgia,13223,Paulding,North Central,`0012 2019,14207.865950497779
539,Georgia,13223,Paulding,North Central,`0013 2018,9806.271923356511
540,Georgia,13223,Paulding,North Central,`0014 2017,30905.66118383569
541,Georgia,13223,Paulding,North Central,`0015 2016,13540.014313288755
542,Georgia,13223,Paulding,North Central,`0016 2015,33862.53829029589
543,Georgia,13225,Peach,Central,`0013 2018,7369.104727111038
544,Georgia,13225,Peach,Central,`0014 2017,17198.059841652248
545,Georgia,13225,Peach,Central,`0015 2016,5311.953375054783
546,Georgia,13225,Peach,Central,`0016 2015,5850.4910788642355
547,Georgia,13227,Pickens,North,`0012 2019,19042.290949195136
548,Georgia,13227,Pickens,North,`0013 2018,21447.405577827107
549,Georgia,13227,Pickens,North,`0014 2017,26121.38408575508
550,Georgia,13227,Pickens,North,`0015 2016,23193.274462078156
551,Georgia,13227,Pickens,North,`0016 2015,19824.573415713247
552,Georgia,13229,Pierce,Southeast,`0012 2019,19563.148848372304
553,Georgia,13229,Pierce,Southeast,`0013 2018,32981.207060615125
554,Georgia,13229,Pierce,Southeast,`0014 2017,11754.586565465293
555,Georgia,13229,Pierce,Southeast,`0015 2016,23845.06782318314
556,Georgia,13229,Pierce,Southeast,`0016 2015,18521.834341553695
557,Georgia,13231,Pike,Central,`0012 2019,17551.47323659271
558,Georgia,13231,Pike,Central,`0013 2018,19267.086076900447
559,Georgia,13231,Pike,Central,`0014 2017,25649.573138682223
560,Georgia,13231,Pike,Central,`0015 2016,17551.47323659271
561,Georgia,13231,Pike,Central,`0016 2015,15603.317684538717
562,Georgia,13233,Polk,North Central,`0012 2019,32523.595810595256
563,Georgia,13233,Polk,North Central,`0013 2018,20426.970336373222
564,Georgia,13233,Polk,North Central,`0014 2017,31177.284711901655
565,Georgia,13233,Polk,North Central,`0015 2016,14381.136757273182
566,Georgia,13233,Polk,North Central,`0016 2015,29531.52662904125
567,Georgia,13235,Pulaski,Central,`0012 2019,14962.17296834505
568,Georgia,13235,Pulaski,Central,`0013 2018,25301.72767712991
569,Georgia,13235,Pulaski,Central,`0014 2017,9054.265020115276
570,Georgia,13235,Pulaski,Central,`0015 2016,13800.610064395272
571,Georgia,13235,Pulaski,Central,`0016 2015,18597.963647841887
572,Georgia,13237,Putnam,Central,`0012 2019,20173.130107738525
573,Georgia,13237,Putnam,Central,`0013 2018,30517.65802891146
574,Georgia,13237,Putnam,Central,`0014 2017,42491.21142892065
575,Georgia,13237,Putnam,Central,`0015 2016,30380.87305171587
576,Georgia,13237,Putnam,Central,`0016 2015,22593.244546403723
577,Georgia,13239,Quitman,Central,`0012 2019,19182.347080420703
578,Georgia,13239,Quitman,Central,`0013 2018,18297.86685601271
579,Georgia,13239,Quitman,Central,`0014 2017,24590.814008707475
580,Georgia,13239,Quitman,Central,`0015 2016,11700.982157728473
581,Georgia,13239,Quitman,Central,`0016 2015,17551.47323659271
582,Georgia,13241,Rabun,North,`0012 2019,56872.662560983284
583,Georgia,13241,Rabun,North,`0013 2018,45856.907273399505
584,Georgia,13241,Rabun,North,`0014 2017,46086.06321693156
585,Georgia,13241,Rabun,North,`0015 2016,49996.38273982906
586,Georgia,13241,Rabun,North,`0016 2015,14648.843839528981
587,Georgia,13243,Randolph,Central,`0012 2019,45223.688224495934
588,Georgia,13243,Randolph,Central,`0013 2018,24681.252850048426
589,Georgia,13243,Randolph,Central,`0014 2017,47924.85995560755
590,Georgia,13243,Randolph,Central,`0015 2016,25020.469740794677
591,Georgia,13243,Randolph,Central,`0016 2015,41401.36458029557
592,Georgia,13245,Richmond,Central,`0012 2019,32619.574314310623
593,Georgia,13245,Richmond,Central,`0013 2018,25319.28646896474
594,Georgia,13245,Richmond,Central,`0014 2017,17551.47323659271
595,Georgia,13245,Richmond,Central,`0015 2016,18224.47753304045
596,Georgia,13245,Richmond,Central,`0016 2015,29327.9782893399
597,Georgia,13247,Rockdale,North Central,`0012 2019,2831.6816253507486
598,Georgia,13247,Rockdale,North Central,`0013 2018,5886.091881220937
599,Georgia,13247,Rockdale,North Central,`0015 2016,1977.0356067981375
600,Georgia,13247,Rockdale,North Central,`0016 2015,6173.4087865521615
601,Georgia,13249,Schley,Central,`0012 2019,18224.47753304045
602,Georgia,13249,Schley,Central,`0013 2018,23849.891343702882
603,Georgia,13249,Schley,Central,`0014 2017,16556.53343864594
604,Georgia,13249,Schley,Central,`0015 2016,31270.354529585587
605,Georgia,13249,Schley,Central,`0016 2015,23401.96431545694
606,Georgia,13251,Screven,Southeast,`0012 2019,59492.57045224218
607,Georgia,13251,Screven,Southeast,`0013 2018,69230.96123673796
608,Georgia,13251,Screven,Southeast,`0014 2017,59520.440178983285
609,Georgia,13251,Screven,Southeast,`0015 2016,66432.80553408695
610,Georgia,13251,Screven,Southeast,`0016 2015,66089.70737487743
611,Georgia,13253,Seminole,Southwest,`0012 2019,17856.604082412738
612,Georgia,13253,Seminole,Southwest,`0013 2018,1440.6619624914827
613,Georgia,13253,Seminole,Southwest,`0014 2017,6067.495158956273
614,Georgia,13253,Seminole,Southwest,`0015 2016,18475.6366922005
615,Georgia,13255,Spalding,North Central,`0012 2019,11549.455131922434
616,Georgia,13255,Spalding,North Central,`0013 2018,16110.099757433576
617,Georgia,13255,Spalding,North Central,`0014 2017,29723.22570404988
618,Georgia,13255,Spalding,North Central,`0015 2016,12439.159867568822
619,Georgia,13255,Spalding,North Central,`0016 2015,13349.486199338522
620,Georgia,13257,Stephens,North,`0012 2019,10817.397954781058
621,Georgia,13257,Stephens,North,`0013 2018,12018.130299088525
622,Georgia,13257,Stephens,North,`0014 2017,23396.868442294362
623,Georgia,13257,Stephens,North,`0015 2016,26675.815373902096
624,Georgia,13257,Stephens,North,`0016 2015,16341.747495594298
625,Georgia,13259,Stewart,Central,`0012 2019,47476.93292736161
626,Georgia,13259,Stewart,Central,`0013 2018,51661.94169266195
627,Georgia,13259,Stewart,Central,`0014 2017,56987.85568587614
628,Georgia,13259,Stewart,Central,`0015 2016,35999.914283756116
629,Georgia,13259,Stewart,Central,`0016 2015,40613.642757535556
630,Georgia,13261,Sumter,Central,`0012 2019,33766.814131417996
631,Georgia,13261,Sumter,Central,`0013 2018,32200.009668958828
632,Georgia,13261,Sumter,Central,`0014 2017,54384.46696878357
633,Georgia,13261,Sumter,Central,`0015 2016,45873.356644588624
634,Georgia,13261,Sumter,Central,`0016 2015,24339.05538763854
635,Georgia,13263,Talbot,Central,`0012 2019,39171.93168496631
636,Georgia,13263,Talbot,Central,`0013 2018,29479.37102142031
637,Georgia,13263,Talbot,Central,`0014 2017,41850.405362620346
638,Georgia,13263,Talbot,Central,`0015 2016,51807.69660390021
639,Georgia,13263,Talbot,Central,`0016 2015,46872.77404361139
640,Georgia,13265,Taliaferro,Central,`0012 2019,18224.47753304045
641,Georgia,13265,Taliaferro,Central,`0013 2018,22331.277695456083
642,Georgia,13265,Taliaferro,Central,`0014 2017,18455.409269326494
643,Georgia,13265,Taliaferro,Central,`0015 2016,29252.45539432117
644,Georgia,13265,Taliaferro,Central,`0016 2015,34139.955641604356
645,Georgia,13267,Tattnall,Southeast,`0012 2019,45598.41791425548
646,Georgia,13267,Tattnall,Southeast,`0013 2018,31380.371657790132
647,Georgia,13267,Tattnall,Southeast,`0014 2017,29758.865930519893
648,Georgia,13267,Tattnall,Southeast,`0015 2016,30982.950208601367
649,Georgia,13267,Tattnall,Southeast,`0016 2015,47564.056354091124
650,Georgia,13269,Taylor,Central,`0012 2019,42504.57850256095
651,Georgia,13269,Taylor,Central,`0013 2018,48372.78698385351
652,Georgia,13269,Taylor,Central,`0014 2017,50116.47790030211
653,Georgia,13269,Taylor,Central,`0015 2016,47569.259445037074
654,Georgia,13269,Taylor,Central,`0016 2015,48206.710998769566
655,Georgia,13271,Telfair,Southeast,`0012 2019,48898.43356749938
656,Georgia,13271,Telfair,Southeast,`0013 2018,40082.56449351766
657,Georgia,13271,Telfair,Southeast,`0014 2017,53875.1125217166
658,Georgia,13271,Telfair,Southeast,`0015 2016,41478.322600018604
659,Georgia,13271,Telfair,Southeast,`0016 2015,53261.305322291555
660,Georgia,13273,Terrell,Central,`0012 2019,25025.027144707816
661,Georgia,13273,Terrell,Central,`0013 2018,26474.901347363033
662,Georgia,13273,Terrell,Central,`0014 2017,25287.95874010722
663,Georgia,13273,Terrell,Central,`0015 2016,43032.23842412357
664,Georgia,13273,Terrell,Central,`0016 2015,36809.92407819934
665,Georgia,13275,Thomas,Southwest,`0012 2019,37063.28293807027
666,Georgia,13275,Thomas,Southwest,`0013 2018,41676.96775728216
667,Georgia,13275,Thomas,Southwest,`0014 2017,36678.12216906931
668,Georgia,13275,Thomas,Southwest,`0015 2016,43721.53796204575
669,Georgia,13275,Thomas,Southwest,`0016 2015,39933.15610171944
670,Georgia,13277,Tift,Southwest,`0012 2019,18612.212299866344
671,Georgia,13277,Tift,Southwest,`0013 2018,24097.7397335733
672,Georgia,13277,Tift,Southwest,`0014 2017,3198.973989039528
673,Georgia,13277,Tift,Southwest,`0015 2016,18475.6366922005
674,Georgia,13277,Tift,Southwest,`0016 2015,13878.750672396254
675,Georgia,13279,Toombs,Southeast,`0012 2019,26721.70966234511
676,Georgia,13279,Toombs,Southeast,`0013 2018,22959.728970889275
677,Georgia,13279,Toombs,Southeast,`0014 2017,23607.283874397304
678,Georgia,13279,Toombs,Southeast,`0015 2016,40676.71720190876
679,Georgia,13279,Toombs,Southeast,`0016 2015,40196.29264968077
680,Georgia,13281,Towns,North,`0012 2019,23358.145714103724
681,Georgia,13281,Towns,North,`0013 2018,22026.681940631126
682,Georgia,13281,Towns,North,`0014 2017,20979.34211520022
683,Georgia,13281,Towns,North,`0015 2016,10296.660295074991
684,Georgia,13281,Towns,North,`0016 2015,6996.493396890134
685,Georgia,13283,Treutlen,Southeast,`0012 2019,20245.491445510426
686,Georgia,13283,Treutlen,Southeast,`0013 2018,22284.156927656106
687,Georgia,13283,Treutlen,Southeast,`0014 2017,29107.864947331374
688,Georgia,13283,Treutlen,Southeast,`0015 2016,15454.808037703615
689,Georgia,13283,Treutlen,Southeast,`0016 2015,18179.65962829434
690,Georgia,13285,Troup,North Central,`0012 2019,35991.80390333157
691,Georgia,13285,Troup,North Central,`0013 2018,43980.607728178125
692,Georgia,13285,Troup,North Central,`0014 2017,31792.772915234764
693,Georgia,13285,Troup,North Central,`0015 2016,41432.42800477145
694,Georgia,13285,Troup,North Central,`0016 2015,47088.73504976748
695,Georgia,13287,Turner,Southwest,`0012 2019,26022.23727543371
696,Georgia,13287,Turner,Southwest,`0013 2018,15305.313505056523
697,Georgia,13287,Turner,Southwest,`0014 2017,6265.109643363699
698,Georgia,13287,Turner,Southwest,`0015 2016,10900.615394412216
699,Georgia,13287,Turner,Southwest,`0016 2015,14598.478622001829
700,Georgia,13289,Twiggs,Central,`0012 2019,34463.34899546657
701,Georgia,13289,Twiggs,Central,`0013 2018,47259.73344605877
702,Georgia,13289,Twiggs,Central,`0014 2017,34528.36951514479
703,Georgia,13289,Twiggs,Central,`0015 2016,40162.705324702496
704,Georgia,13289,Twiggs,Central,`0016 2015,39261.661971412104
705,Georgia,13291,Union,North,`0012 2019,45382.37499854818
706,Georgia,13291,Union,North,`0013 2018,27136.658220200366
707,Georgia,13291,Union,North,`0014 2017,31275.678422818037
708,Georgia,13291,Union,North,`0015 2016,27835.155207913293
709,Georgia,13291,Union,North,`0016 2015,18670.023432883423
710,Georgia,13293,Upson,Central,`0012 2019,24332.99434420362
711,Georgia,13293,Upson,Central,`0013 2018,29252.45539432117
712,Georgia,13293,Upson,Central,`0014 2017,36162.69636455614
713,Georgia,13293,Upson,Central,`0015 2016,34794.25226143723
714,Georgia,13293,Upson,Central,`0016 2015,23625.927829579912
715,Georgia,13295,Walker,North,`0012 2019,43737.04750427812
716,Georgia,13295,Walker,North,`0013 2018,14080.467980910946
717,Georgia,13295,Walker,North,`0014 2017,31668.11929931314
718,Georgia,13295,Walker,North,`0015 2016,37754.57169054148
719,Georgia,13295,Walker,North,`0016 2015,34833.399850987975
720,Georgia,13297,Walton,North Central,`0012 2019,34593.51330061591
721,Georgia,13297,Walton,North Central,`0013 2018,7406.973282942134
722,Georgia,13297,Walton,North Central,`0014 2017,34661.73645631783
723,Georgia,13297,Walton,North Central,`0015 2016,24638.69588104355
724,Georgia,13297,Walton,North Central,`0016 2015,23544.36752488375
725,Georgia,13299,Ware,Southeast,`0012 2019,96648.90301336361
726,Georgia,13299,Ware,Southeast,`0013 2018,113071.82310034726
727,Georgia,13299,Ware,Southeast,`0014 2017,81998.81534026905
728,Georgia,13299,Ware,Southeast,`0015 2016,96198.2331914521
729,Georgia,13299,Ware,Southeast,`0016 2015,112108.56788351
730,Georgia,13301,Warren,Central,`0012 2019,35550.87350143135
731,Georgia,13301,Warren,Central,`0013 2018,28517.99248402448
732,Georgia,13301,Warren,Central,`0014 2017,27169.777539153973
733,Georgia,13301,Warren,Central,`0015 2016,39370.37068713031
734,Georgia,13301,Warren,Central,`0016 2015,34131.39332542163
735,Georgia,13303,Washington,Central,`0012 2019,70462.50566920105
736,Georgia,13303,Washington,Central,`0013 2018,75085.29644911538
737,Georgia,13303,Washington,Central,`0014 2017,61351.69015377486
738,Georgia,13303,Washington,Central,`0015 2016,49477.8683642056
739,Georgia,13303,Washington,Central,`0016 2015,52169.121474786305
740,Georgia,13305,Wayne,Southeast,`0012 2019,68637.99873389622
741,Georgia,13305,Wayne,Southeast,`0013 2018,69365.44628907958
742,Georgia,13305,Wayne,Southeast,`0014 2017,83012.92053443147
743,Georgia,13305,Wayne,Southeast,`0015 2016,62049.18120961134
744,Georgia,13305,Wayne,Southeast,`0016 2015,67308.64072930296
745,Georgia,13307,Webster,Central,`0012 2019,12331.8608139016
746,Georgia,13307,Webster,Central,`0013 2018,11924.945671851445
747,Georgia,13307,Webster,Central,`0014 2017,11924.945671851445
748,Georgia,13307,Webster,Central,`0015 2016,29461.504495697893
749,Georgia,13307,Webster,Central,`0016 2015,19493.46047092301
750,Georgia,13309,Wheeler,Southeast,`0012 2019,38476.2962278104
751,Georgia,13309,Wheeler,Southeast,`0013 2018,29748.511882871728
752,Georgia,13309,Wheeler,Southeast,`0014 2017,22514.35385300894
753,Georgia,13309,Wheeler,Southeast,`0015 2016,21830.89871049853
754,Georgia,13309,Wheeler,Southeast,`0016 2015,35078.02538550797
755,Georgia,13311,White,North,`0012 2019,25605.927817235348
756,Georgia,13311,White,North,`0013 2018,24817.327700273225
757,Georgia,13311,White,North,`0014 2017,36848.284363872226
758,Georgia,13311,White,North,`0015 2016,26212.01082930614
759,Georgia,13311,White,North,`0016 2015,21119.960517429863
760,Georgia,13313,Whitfield,North,`0012 2019,13659.443172089303
761,Georgia,13313,Whitfield,North,`0013 2018,23712.6515895339
762,Georgia,13313,Whitfield,North,`0014 2017,15026.942120761865
763,Georgia,13313,Whitfield,North,`0015 2016,18501.37554865191
764,Georgia,13313,Whitfield,North,`0016 2015,18185.97764158517
765,Georgia,13315,Wilcox,Southwest,`0012 2019,30474.0514024472
766,Georgia,13315,Wilcox,Southwest,`0013 2018,29766.33505874428
767,Georgia,13315,Wilcox,Southwest,`0014 2017,32837.504915596845
768,Georgia,13315,Wilcox,Southwest,`0015 2016,51183.39529211542
769,Georgia,13315,Wilcox,Southwest,`0016 2015,38963.4278143866
770,Georgia,13317,Wilkes,Central,`0012 2019,53327.42400622583
771,Georgia,13317,Wilkes,Central,`0013 2018,49582.111652669126
772,Georgia,13317,Wilkes,Central,`0014 2017,40149.86110667925
773,Georgia,13317,Wilkes,Central,`0015 2016,47924.85995560755
774,Georgia,13317,Wilkes,Central,`0016 2015,47027.892145036836
775,Georgia,13319,Wilkinson,Central,`0012 2019,48148.30094235738
776,Georgia,13319,Wilkinson,Central,`0013 2018,48373.90073793232
777,Georgia,13319,Wilkinson,Central,`0014 2017,58260.300872693115
778,Georgia,13319,Wilkinson,Central,`0015 2016,60298.84640978376
779,Georgia,13319,Wilkinson,Central,`0016 2015,50363.68572508049
780,Georgia,13321,Worth,Southwest,`0012 2019,18358.86206257162
781,Georgia,13321,Worth,Southwest,`0013 2018,30747.202617778887
782,Georgia,13321,Worth,Southwest,`0014 2017,42386.04637834128
783,Georgia,13321,Worth,Southwest,`0015 2016,27923.50679516036
784,Georgia,13321,Worth,Southwest,`0016 2015,44258.09822774216
